"ltv","ttime","abt","tue"
"{""n"":""200""}","{""n"":""340084""}","{""n"":""10""}","{""n"":""25""}"
"{""n"":""200""}","{""n"":""101488""}","{""n"":""41""}","{""n"":""15""}"
"{""n"":""150""}","{""n"":""59958""}","{""n"":""7""}","{""n"":""15""}"
"{""n"":""100""}","{""n"":""231141""}","{""n"":""38""}","{""n"":""15""}"
"{""n"":""322""}","{""n"":""28230551""}","{""n"":""32""}","{""n"":""273""}"
"{""n"":""150""}","{""n"":""179088""}","{""n"":""24""}","{""n"":""15""}"
"{""n"":""2945""}","{""n"":""133396513""}","{""n"":""2""}","{""n"":""4419""}"
"{""n"":""229.99999999999997""}","{""n"":""947626""}","{""n"":""6""}","{""n"":""53""}"
"{""n"":""2356""}","{""n"":""37276224""}","{""n"":""38""}","{""n"":""503""}"
"{""n"":""250""}","{""n"":""394304""}","{""n"":""43""}","{""n"":""25""}"
"{""n"":""480""}","{""n"":""55776""}","{""n"":""10""}","{""n"":""15""}"
"{""n"":""400""}","{""n"":""2990938""}","{""n"":""7""}","{""n"":""73""}"
"{""n"":""160""}","{""n"":""992694""}","{""n"":""35""}","{""n"":""19""}"
"{""n"":""136""}","{""n"":""247267""}","{""n"":""11""}","{""n"":""19""}"
"{""n"":""450""}","{""n"":""36376690""}","{""n"":""43""}","{""n"":""571""}"
"{""n"":""150""}","{""n"":""733942""}","{""n"":""44""}","{""n"":""19""}"
"{""n"":""800""}","{""n"":""3646484""}","{""n"":""48""}","{""n"":""113""}"
"{""n"":""180""}","{""n"":""2514184""}","{""n"":""19""}","{""n"":""23""}"
"{""n"":""250""}","{""n"":""28674""}","{""n"":""35""}","{""n"":""15""}"
"{""n"":""475""}","{""n"":""2375205""}","{""n"":""28""}","{""n"":""80""}"
"{""n"":""200""}","{""n"":""1328033""}","{""n"":""5""}","{""n"":""100""}"
"{""n"":""370""}","{""n"":""5334603""}","{""n"":""12""}","{""n"":""71""}"
"{""n"":""125""}","{""n"":""92855""}","{""n"":""50""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""1703317""}","{""n"":""23""}","{""n"":""87""}"
"{""n"":""150""}","{""n"":""16154""}","{""n"":""12""}","{""n"":""15""}"
"{""n"":""225""}","{""n"":""0""}","{""n"":""9""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""145563108""}","{""n"":""9""}","{""n"":""807""}"
"{""n"":""250""}","{""n"":""286752""}","{""n"":""6""}","{""n"":""35""}"
"{""n"":""180""}","{""n"":""746060""}","{""n"":""3""}","{""n"":""45""}"
"{""n"":""250""}","{""n"":""668182""}","{""n"":""45""}","{""n"":""30""}"
"{""n"":""450""}","{""n"":""0""}","{""n"":""54""}","{""n"":""15""}"
"{""n"":""425""}","{""n"":""3356282""}","{""n"":""10""}","{""n"":""93""}"
"{""n"":""600""}","{""n"":""5437191""}","{""n"":""34""}","{""n"":""199""}"
"{""n"":""320""}","{""n"":""0""}","{""n"":""10""}","{""n"":""15""}"
"{""n"":""1501""}","{""n"":""125000775""}","{""n"":""43""}","{""n"":""1020""}"
"{""n"":""250""}","{""n"":""36778645""}","{""n"":""13""}","{""n"":""211""}"
"{""n"":""180""}","{""n"":""6019345""}","{""n"":""16""}","{""n"":""150""}"
"{""n"":""385""}","{""n"":""4136098""}","{""n"":""8""}","{""n"":""144""}"
"{""n"":""56.00000000000001""}","{""n"":""506927""}","{""n"":""13""}","{""n"":""16""}"
"{""n"":""551""}","{""n"":""235873680""}","{""n"":""56""}","{""n"":""2142""}"
"{""n"":""300""}","{""n"":""0""}","{""n"":""26""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""0""}","{""n"":""26""}","{""n"":""15""}"
"{""n"":""900""}","{""n"":""24948677""}","{""n"":""16""}","{""n"":""363""}"
"{""n"":""620""}","{""n"":""1634411""}","{""n"":""44""}","{""n"":""44""}"
"{""n"":""200""}","{""n"":""0""}","{""n"":""49""}","{""n"":""15""}"
"{""n"":""800""}","{""n"":""1383876""}","{""n"":""55""}","{""n"":""100""}"
"{""n"":""150""}","{""n"":""49990""}","{""n"":""28""}","{""n"":""15""}"
"{""n"":""150""}","{""n"":""1310624""}","{""n"":""44""}","{""n"":""34""}"
"{""n"":""200""}","{""n"":""2500545""}","{""n"":""22""}","{""n"":""61""}"
"{""n"":""1200""}","{""n"":""382077495""}","{""n"":""39""}","{""n"":""3211""}"
"{""n"":""600""}","{""n"":""235134""}","{""n"":""30""}","{""n"":""15""}"
"{""n"":""300""}","{""n"":""0""}","{""n"":""54""}","{""n"":""15""}"
"{""n"":""385""}","{""n"":""0""}","{""n"":""53""}","{""n"":""15""}"
"{""n"":""125""}","{""n"":""56090""}","{""n"":""44""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""0""}","{""n"":""27""}","{""n"":""15""}"
"{""n"":""1575""}","{""n"":""39353925""}","{""n"":""2""}","{""n"":""1393""}"
"{""n"":""200""}","{""n"":""1923015""}","{""n"":""52""}","{""n"":""73""}"
"{""n"":""1650""}","{""n"":""134185533""}","{""n"":""17""}","{""n"":""517""}"
"{""n"":""975""}","{""n"":""4516393""}","{""n"":""34""}","{""n"":""138""}"
"{""n"":""200""}","{""n"":""97527""}","{""n"":""27""}","{""n"":""15""}"
"{""n"":""320""}","{""n"":""0""}","{""n"":""24""}","{""n"":""15""}"
"{""n"":""140""}","{""n"":""773694""}","{""n"":""53""}","{""n"":""24""}"
"{""n"":""200""}","{""n"":""462118""}","{""n"":""40""}","{""n"":""23""}"
"{""n"":""149""}","{""n"":""5390531""}","{""n"":""9""}","{""n"":""84""}"
"{""n"":""200""}","{""n"":""5256223""}","{""n"":""38""}","{""n"":""73""}"
"{""n"":""1150""}","{""n"":""593797990""}","{""n"":""4""}","{""n"":""6524""}"
"{""n"":""320""}","{""n"":""487951""}","{""n"":""13""}","{""n"":""24""}"
"{""n"":""200""}","{""n"":""795638""}","{""n"":""50""}","{""n"":""38""}"
"{""n"":""800""}","{""n"":""0""}","{""n"":""26""}","{""n"":""15""}"
"{""n"":""900""}","{""n"":""911141""}","{""n"":""28""}","{""n"":""45""}"
"{""n"":""600""}","{""n"":""2006137""}","{""n"":""33""}","{""n"":""42""}"
"{""n"":""280""}","{""n"":""80034""}","{""n"":""31""}","{""n"":""15""}"
"{""n"":""35""}","{""n"":""556006""}","{""n"":""40""}","{""n"":""16""}"
"{""n"":""180""}","{""n"":""0""}","{""n"":""9""}","{""n"":""15""}"
"{""n"":""56.00000000000001""}","{""n"":""891905""}","{""n"":""54""}","{""n"":""18""}"
"{""n"":""200""}","{""n"":""1080143""}","{""n"":""3""}","{""n"":""100""}"
"{""n"":""385""}","{""n"":""0""}","{""n"":""60""}","{""n"":""15""}"
"{""n"":""300""}","{""n"":""772259""}","{""n"":""37""}","{""n"":""19""}"
"{""n"":""600""}","{""n"":""224662""}","{""n"":""45""}","{""n"":""23""}"
"{""n"":""160""}","{""n"":""5404799""}","{""n"":""25""}","{""n"":""103""}"
"{""n"":""459.99999999999994""}","{""n"":""4876804""}","{""n"":""12""}","{""n"":""114""}"
"{""n"":""172""}","{""n"":""1802076""}","{""n"":""54""}","{""n"":""33""}"
"{""n"":""175""}","{""n"":""35535""}","{""n"":""3""}","{""n"":""15""}"
"{""n"":""400""}","{""n"":""1040574""}","{""n"":""6""}","{""n"":""50""}"
"{""n"":""700""}","{""n"":""1590780""}","{""n"":""51""}","{""n"":""41""}"
"{""n"":""250""}","{""n"":""62159""}","{""n"":""12""}","{""n"":""15""}"
"{""n"":""72""}","{""n"":""0""}","{""n"":""59""}","{""n"":""15""}"
"{""n"":""450""}","{""n"":""58949034""}","{""n"":""25""}","{""n"":""1008""}"
"{""n"":""430""}","{""n"":""10708534""}","{""n"":""47""}","{""n"":""249""}"
"{""n"":""1105""}","{""n"":""8054041""}","{""n"":""39""}","{""n"":""93""}"
"{""n"":""120""}","{""n"":""70232""}","{""n"":""36""}","{""n"":""15""}"
"{""n"":""430""}","{""n"":""52015""}","{""n"":""43""}","{""n"":""15""}"
"{""n"":""100""}","{""n"":""390454""}","{""n"":""16""}","{""n"":""20""}"
"{""n"":""800""}","{""n"":""7209592""}","{""n"":""13""}","{""n"":""249""}"
"{""n"":""250""}","{""n"":""1687157""}","{""n"":""53""}","{""n"":""73""}"
"{""n"":""320""}","{""n"":""337252""}","{""n"":""7""}","{""n"":""24""}"
"{""n"":""250""}","{""n"":""0""}","{""n"":""6""}","{""n"":""15""}"
"{""n"":""450""}","{""n"":""339810""}","{""n"":""3""}","{""n"":""15""}"
"{""n"":""850""}","{""n"":""109436771""}","{""n"":""24""}","{""n"":""1251""}"
"{""n"":""635""}","{""n"":""60024""}","{""n"":""31""}","{""n"":""15""}"
"{""n"":""475""}","{""n"":""7329759""}","{""n"":""32""}","{""n"":""235""}"
"{""n"":""250""}","{""n"":""0""}","{""n"":""7""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""504318""}","{""n"":""49""}","{""n"":""23""}"
"{""n"":""350""}","{""n"":""112003""}","{""n"":""27""}","{""n"":""15""}"
"{""n"":""180""}","{""n"":""457967""}","{""n"":""18""}","{""n"":""19""}"
"{""n"":""200""}","{""n"":""104034""}","{""n"":""12""}","{""n"":""15""}"
"{""n"":""770""}","{""n"":""4804031""}","{""n"":""7""}","{""n"":""105""}"
"{""n"":""250""}","{""n"":""608680""}","{""n"":""57""}","{""n"":""100""}"
"{""n"":""140""}","{""n"":""2860003""}","{""n"":""56""}","{""n"":""116""}"
"{""n"":""125""}","{""n"":""125623""}","{""n"":""56""}","{""n"":""15""}"
"{""n"":""180""}","{""n"":""825807""}","{""n"":""60""}","{""n"":""45""}"
"{""n"":""179""}","{""n"":""0""}","{""n"":""17""}","{""n"":""15""}"
"{""n"":""800""}","{""n"":""3196722""}","{""n"":""27""}","{""n"":""127""}"
"{""n"":""229.99999999999997""}","{""n"":""76083252""}","{""n"":""55""}","{""n"":""923""}"
"{""n"":""175""}","{""n"":""27559""}","{""n"":""53""}","{""n"":""15""}"
"{""n"":""275""}","{""n"":""4792999""}","{""n"":""36""}","{""n"":""103""}"
"{""n"":""650""}","{""n"":""2779340""}","{""n"":""44""}","{""n"":""53""}"
"{""n"":""500""}","{""n"":""2680588""}","{""n"":""52""}","{""n"":""129""}"
"{""n"":""450""}","{""n"":""115658""}","{""n"":""27""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""140175""}","{""n"":""2""}","{""n"":""15""}"
"{""n"":""1060""}","{""n"":""306386786""}","{""n"":""44""}","{""n"":""909""}"
"{""n"":""120""}","{""n"":""444490""}","{""n"":""9""}","{""n"":""18""}"
"{""n"":""250""}","{""n"":""237836""}","{""n"":""50""}","{""n"":""23""}"
"{""n"":""883""}","{""n"":""6801256""}","{""n"":""19""}","{""n"":""184""}"
"{""n"":""475""}","{""n"":""7649846""}","{""n"":""41""}","{""n"":""91""}"
"{""n"":""200""}","{""n"":""96537""}","{""n"":""8""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""0""}","{""n"":""2""}","{""n"":""15""}"
"{""n"":""700""}","{""n"":""17068590""}","{""n"":""1""}","{""n"":""926""}"
"{""n"":""49""}","{""n"":""3295669""}","{""n"":""13""}","{""n"":""67""}"
"{""n"":""150""}","{""n"":""0""}","{""n"":""58""}","{""n"":""15""}"
"{""n"":""480""}","{""n"":""88218989""}","{""n"":""11""}","{""n"":""1121""}"
"{""n"":""450""}","{""n"":""2331882""}","{""n"":""23""}","{""n"":""64""}"
"{""n"":""150""}","{""n"":""2046387""}","{""n"":""32""}","{""n"":""38""}"
"{""n"":""480""}","{""n"":""660941""}","{""n"":""44""}","{""n"":""21""}"
"{""n"":""150""}","{""n"":""107932""}","{""n"":""23""}","{""n"":""15""}"
"{""n"":""150""}","{""n"":""1139599""}","{""n"":""29""}","{""n"":""27""}"
"{""n"":""600""}","{""n"":""463030""}","{""n"":""39""}","{""n"":""24""}"
"{""n"":""200""}","{""n"":""5532923""}","{""n"":""39""}","{""n"":""127""}"
"{""n"":""827""}","{""n"":""6141891""}","{""n"":""52""}","{""n"":""132""}"
"{""n"":""200""}","{""n"":""82046""}","{""n"":""12""}","{""n"":""15""}"
"{""n"":""56.00000000000001""}","{""n"":""0""}","{""n"":""54""}","{""n"":""15""}"
"{""n"":""35""}","{""n"":""33999""}","{""n"":""40""}","{""n"":""15""}"
"{""n"":""600""}","{""n"":""398762""}","{""n"":""32""}","{""n"":""24""}"
"{""n"":""390""}","{""n"":""2800701""}","{""n"":""19""}","{""n"":""91""}"
"{""n"":""200""}","{""n"":""52019""}","{""n"":""8""}","{""n"":""15""}"
"{""n"":""639""}","{""n"":""116934953""}","{""n"":""21""}","{""n"":""727""}"
"{""n"":""49""}","{""n"":""4172892""}","{""n"":""22""}","{""n"":""40""}"
"{""n"":""136""}","{""n"":""4299177""}","{""n"":""4""}","{""n"":""33""}"
"{""n"":""400""}","{""n"":""248347""}","{""n"":""36""}","{""n"":""65""}"
"{""n"":""385""}","{""n"":""0""}","{""n"":""18""}","{""n"":""15""}"
"{""n"":""72""}","{""n"":""896930""}","{""n"":""9""}","{""n"":""19""}"
"{""n"":""172""}","{""n"":""0""}","{""n"":""26""}","{""n"":""15""}"
"{""n"":""140""}","{""n"":""1867083""}","{""n"":""56""}","{""n"":""61""}"
"{""n"":""180""}","{""n"":""0""}","{""n"":""3""}","{""n"":""15""}"
"{""n"":""100""}","{""n"":""43933""}","{""n"":""58""}","{""n"":""15""}"
"{""n"":""320""}","{""n"":""35292478""}","{""n"":""48""}","{""n"":""442""}"
"{""n"":""600""}","{""n"":""447468""}","{""n"":""35""}","{""n"":""24""}"
"{""n"":""200""}","{""n"":""814627""}","{""n"":""18""}","{""n"":""30""}"
"{""n"":""120""}","{""n"":""1490371""}","{""n"":""38""}","{""n"":""70""}"
"{""n"":""200""}","{""n"":""0""}","{""n"":""6""}","{""n"":""15""}"
"{""n"":""430""}","{""n"":""14582614""}","{""n"":""36""}","{""n"":""189""}"
"{""n"":""200""}","{""n"":""1963358""}","{""n"":""26""}","{""n"":""53""}"
"{""n"":""755""}","{""n"":""13916800""}","{""n"":""31""}","{""n"":""125""}"
"{""n"":""105""}","{""n"":""134504""}","{""n"":""44""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""93171""}","{""n"":""24""}","{""n"":""15""}"
"{""n"":""280""}","{""n"":""14008""}","{""n"":""28""}","{""n"":""15""}"
"{""n"":""280""}","{""n"":""0""}","{""n"":""40""}","{""n"":""15""}"
"{""n"":""320""}","{""n"":""894709""}","{""n"":""29""}","{""n"":""26""}"
"{""n"":""250""}","{""n"":""546047""}","{""n"":""50""}","{""n"":""23""}"
"{""n"":""200""}","{""n"":""0""}","{""n"":""59""}","{""n"":""15""}"
"{""n"":""136""}","{""n"":""890179""}","{""n"":""25""}","{""n"":""27""}"
"{""n"":""300""}","{""n"":""1610378""}","{""n"":""22""}","{""n"":""53""}"
"{""n"":""250""}","{""n"":""296354""}","{""n"":""17""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""13799""}","{""n"":""16""}","{""n"":""15""}"
"{""n"":""650""}","{""n"":""4204296""}","{""n"":""3""}","{""n"":""235""}"
"{""n"":""200""}","{""n"":""273415""}","{""n"":""33""}","{""n"":""25""}"
"{""n"":""200""}","{""n"":""262023""}","{""n"":""13""}","{""n"":""23""}"
"{""n"":""400""}","{""n"":""20389859""}","{""n"":""9""}","{""n"":""166""}"
"{""n"":""350""}","{""n"":""20075""}","{""n"":""44""}","{""n"":""15""}"
"{""n"":""650""}","{""n"":""13962410""}","{""n"":""28""}","{""n"":""273""}"
"{""n"":""250""}","{""n"":""5457418""}","{""n"":""21""}","{""n"":""81""}"
"{""n"":""100""}","{""n"":""2065666""}","{""n"":""37""}","{""n"":""38""}"
"{""n"":""450""}","{""n"":""54951633""}","{""n"":""12""}","{""n"":""380""}"
"{""n"":""280""}","{""n"":""560002""}","{""n"":""34""}","{""n"":""18""}"
"{""n"":""250""}","{""n"":""42003""}","{""n"":""57""}","{""n"":""15""}"
"{""n"":""105""}","{""n"":""508648""}","{""n"":""40""}","{""n"":""18""}"
"{""n"":""490""}","{""n"":""28480509""}","{""n"":""56""}","{""n"":""1009""}"
"{""n"":""300""}","{""n"":""937811""}","{""n"":""19""}","{""n"":""34""}"
"{""n"":""450""}","{""n"":""5844411""}","{""n"":""42""}","{""n"":""365""}"
"{""n"":""600""}","{""n"":""366433""}","{""n"":""20""}","{""n"":""24""}"
"{""n"":""385""}","{""n"":""27995""}","{""n"":""26""}","{""n"":""15""}"
"{""n"":""850""}","{""n"":""254019""}","{""n"":""13""}","{""n"":""25""}"
"{""n"":""300""}","{""n"":""872004""}","{""n"":""53""}","{""n"":""30""}"
"{""n"":""200""}","{""n"":""1306240""}","{""n"":""4""}","{""n"":""93""}"
"{""n"":""900""}","{""n"":""1433358""}","{""n"":""45""}","{""n"":""73""}"
"{""n"":""200""}","{""n"":""110192""}","{""n"":""50""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""757318""}","{""n"":""52""}","{""n"":""38""}"
"{""n"":""35""}","{""n"":""462025""}","{""n"":""32""}","{""n"":""16""}"
"{""n"":""150""}","{""n"":""2188552""}","{""n"":""22""}","{""n"":""45""}"
"{""n"":""450""}","{""n"":""7486876""}","{""n"":""34""}","{""n"":""289""}"
"{""n"":""200""}","{""n"":""308698""}","{""n"":""39""}","{""n"":""23""}"
"{""n"":""920""}","{""n"":""3416375""}","{""n"":""25""}","{""n"":""157""}"
"{""n"":""1070""}","{""n"":""78262840""}","{""n"":""31""}","{""n"":""601""}"
"{""n"":""400""}","{""n"":""5726319""}","{""n"":""57""}","{""n"":""310""}"
"{""n"":""100""}","{""n"":""2304302""}","{""n"":""30""}","{""n"":""45""}"
"{""n"":""200""}","{""n"":""0""}","{""n"":""48""}","{""n"":""15""}"
"{""n"":""600""}","{""n"":""3474859""}","{""n"":""16""}","{""n"":""115""}"
"{""n"":""200""}","{""n"":""5575572""}","{""n"":""15""}","{""n"":""76""}"
"{""n"":""172""}","{""n"":""1238594""}","{""n"":""24""}","{""n"":""27""}"
"{""n"":""1279""}","{""n"":""19962749""}","{""n"":""43""}","{""n"":""239""}"
"{""n"":""300""}","{""n"":""27993""}","{""n"":""8""}","{""n"":""15""}"
"{""n"":""150""}","{""n"":""415998""}","{""n"":""46""}","{""n"":""25""}"
"{""n"":""1435""}","{""n"":""253229804""}","{""n"":""1""}","{""n"":""3933""}"
"{""n"":""200""}","{""n"":""989892""}","{""n"":""20""}","{""n"":""45""}"
"{""n"":""200""}","{""n"":""311542""}","{""n"":""37""}","{""n"":""21""}"
"{""n"":""320""}","{""n"":""16019""}","{""n"":""50""}","{""n"":""15""}"
"{""n"":""225""}","{""n"":""18004""}","{""n"":""16""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""399453""}","{""n"":""26""}","{""n"":""25""}"
"{""n"":""1920""}","{""n"":""227410986""}","{""n"":""41""}","{""n"":""1754""}"
"{""n"":""180""}","{""n"":""21018512""}","{""n"":""35""}","{""n"":""168""}"
"{""n"":""850""}","{""n"":""1163771""}","{""n"":""11""}","{""n"":""31""}"
"{""n"":""520""}","{""n"":""12110""}","{""n"":""34""}","{""n"":""15""}"
"{""n"":""2043""}","{""n"":""89299211""}","{""n"":""59""}","{""n"":""1293""}"
"{""n"":""250""}","{""n"":""0""}","{""n"":""15""}","{""n"":""15""}"
"{""n"":""1300""}","{""n"":""13092154""}","{""n"":""5""}","{""n"":""596""}"
"{""n"":""340""}","{""n"":""127048522""}","{""n"":""38""}","{""n"":""483""}"
"{""n"":""850""}","{""n"":""35663091""}","{""n"":""60""}","{""n"":""1469""}"
"{""n"":""125""}","{""n"":""1693659""}","{""n"":""40""}","{""n"":""27""}"
"{""n"":""250""}","{""n"":""19902732""}","{""n"":""35""}","{""n"":""262""}"
"{""n"":""200""}","{""n"":""129972""}","{""n"":""6""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""114077""}","{""n"":""55""}","{""n"":""15""}"
"{""n"":""175""}","{""n"":""2587953""}","{""n"":""43""}","{""n"":""45""}"
"{""n"":""227""}","{""n"":""889274""}","{""n"":""17""}","{""n"":""32""}"
"{""n"":""280""}","{""n"":""30930""}","{""n"":""14""}","{""n"":""15""}"
"{""n"":""125""}","{""n"":""1823465""}","{""n"":""17""}","{""n"":""45""}"
"{""n"":""300""}","{""n"":""1958784""}","{""n"":""12""}","{""n"":""53""}"
"{""n"":""400""}","{""n"":""1288670""}","{""n"":""8""}","{""n"":""53""}"
"{""n"":""200""}","{""n"":""129305""}","{""n"":""57""}","{""n"":""15""}"
"{""n"":""350""}","{""n"":""748826""}","{""n"":""41""}","{""n"":""19""}"
"{""n"":""850""}","{""n"":""4858016""}","{""n"":""60""}","{""n"":""396""}"
"{""n"":""200""}","{""n"":""87977""}","{""n"":""12""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""131101""}","{""n"":""4""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""448873""}","{""n"":""41""}","{""n"":""25""}"
"{""n"":""352""}","{""n"":""1201926""}","{""n"":""41""}","{""n"":""27""}"
"{""n"":""56.00000000000001""}","{""n"":""1797994""}","{""n"":""58""}","{""n"":""56""}"
"{""n"":""175""}","{""n"":""65998""}","{""n"":""48""}","{""n"":""15""}"
"{""n"":""850""}","{""n"":""52587532""}","{""n"":""45""}","{""n"":""1845""}"
"{""n"":""72""}","{""n"":""0""}","{""n"":""1""}","{""n"":""15""}"
"{""n"":""140""}","{""n"":""2012531""}","{""n"":""19""}","{""n"":""38""}"
"{""n"":""250""}","{""n"":""0""}","{""n"":""16""}","{""n"":""15""}"
"{""n"":""600""}","{""n"":""58002""}","{""n"":""38""}","{""n"":""15""}"
"{""n"":""600""}","{""n"":""81407""}","{""n"":""4""}","{""n"":""15""}"
"{""n"":""400""}","{""n"":""3218542""}","{""n"":""40""}","{""n"":""92""}"
"{""n"":""105""}","{""n"":""1027352""}","{""n"":""50""}","{""n"":""21""}"
"{""n"":""150""}","{""n"":""732791""}","{""n"":""14""}","{""n"":""27""}"
"{""n"":""300""}","{""n"":""14340540""}","{""n"":""45""}","{""n"":""53""}"
"{""n"":""210""}","{""n"":""0""}","{""n"":""25""}","{""n"":""15""}"
"{""n"":""151""}","{""n"":""0""}","{""n"":""37""}","{""n"":""15""}"
"{""n"":""200""}","{""n"":""613856""}","{""n"":""56""}","{""n"":""100""}"
"{""n"":""250""}","{""n"":""0""}","{""n"":""1""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""42989527""}","{""n"":""42""}","{""n"":""396""}"
"{""n"":""150""}","{""n"":""96242""}","{""n"":""17""}","{""n"":""15""}"
"{""n"":""175""}","{""n"":""3230363""}","{""n"":""37""}","{""n"":""45""}"
"{""n"":""300""}","{""n"":""62042""}","{""n"":""34""}","{""n"":""15""}"
"{""n"":""600""}","{""n"":""105589""}","{""n"":""12""}","{""n"":""15""}"
"{""n"":""175""}","{""n"":""0""}","{""n"":""42""}","{""n"":""15""}"
"{""n"":""136""}","{""n"":""3571315""}","{""n"":""1""}","{""n"":""63""}"
"{""n"":""125""}","{""n"":""717100""}","{""n"":""38""}","{""n"":""19""}"
"{""n"":""250""}","{""n"":""587423""}","{""n"":""40""}","{""n"":""25""}"
"{""n"":""300""}","{""n"":""671134""}","{""n"":""16""}","{""n"":""21""}"
"{""n"":""250""}","{""n"":""556009""}","{""n"":""46""}","{""n"":""20""}"
"{""n"":""530""}","{""n"":""516828""}","{""n"":""13""}","{""n"":""71""}"
"{""n"":""370""}","{""n"":""83044059""}","{""n"":""38""}","{""n"":""769""}"
"{""n"":""582""}","{""n"":""0""}","{""n"":""7""}","{""n"":""15""}"
"{""n"":""245.00000000000003""}","{""n"":""314555""}","{""n"":""59""}","{""n"":""28""}"
"{""n"":""225""}","{""n"":""210707""}","{""n"":""19""}","{""n"":""21""}"
"{""n"":""250""}","{""n"":""0""}","{""n"":""59""}","{""n"":""15""}"
"{""n"":""441""}","{""n"":""36080028""}","{""n"":""59""}","{""n"":""730""}"
"{""n"":""800""}","{""n"":""2893952""}","{""n"":""12""}","{""n"":""95""}"
"{""n"":""56.00000000000001""}","{""n"":""87658""}","{""n"":""17""}","{""n"":""15""}"
"{""n"":""250""}","{""n"":""2085805""}","{""n"":""3""}","{""n"":""160""}"
"{""n"":""500""}","{""n"":""477004""}","{""n"":""37""}","{""n"":""23""}"
"{""n"":""200""}","{""n"":""14069839""}","{""n"":""54""}","{""n"":""318""}"
"{""n"":""250""}","{""n"":""2607526""}","{""n"":""17""}","{""n"":""98""}"
"{""n"":""200""}","{""n"":""30028""}","{""n"":""37""}","{""n"":""15""}"
"{""n"":""400""}","{""n"":""9092661""}","{""n"":""37""}","{""n"":""212""}"
"{""n"":""200""}","{""n"":""3321802""}","{""n"":""13""}","{""n"":""103""}"
"{""n"":""200""}","{""n"":""31738588""}","{""n"":""34""}","{""n"":""546""}"
"{""n"":""250""}","{""n"":""327955""}","{""n"":""3""}","{""n"":""30""}"
"{""n"":""900""}","{""n"":""18001""}","{""n"":""55""}","{""n"":""15""}"
"{""n"":""420""}","{""n"":""39412959""}","{""n"":""29""}","{""n"":""353""}"
"{""n"":""250""}","{""n"":""1022377""}","{""n"":""37""}","{""n"":""45""}"
